price,host_response_rate,host_listings_count,neighbourhood,property_type,room_type,bathrooms,accommodates,guests_included,minimum_nights,number_of_reviews,reviews_per_month,review_scores_rating,availability_30
301,N/A,1,Copacabana,Apartment,Private room,1,2,1,1,6,0.3,83,0
102,N/A,3,Ipanema,House,Private room,1,2,1,2,42,2.05,91,29
102,N/A,3,Ipanema,House,Private room,1,2,1,2,32,1.56,97,25
199,90%,5,Barra da Tijuca,Apartment,Entire home/apt,2,3,3,3,7,0.34,94,30
99,100%,1,Copacabana,Apartment,Private room,1,3,1,1,8,0.38,86,30
99,100%,4,Barra da Tijuca,Apartment,Private room,1,2,1,2,46,2.24,100,24
99,100%,2,Copacabana,Apartment,Private room,2,3,2,2,8,0.39,100,0
890,100%,1,Ipanema,Apartment,Entire home/apt,2,6,1,2,8,0.39,86,30
249,N/A,1,Barra da Tijuca,Apartment,Private room,1,2,1,1,6,0.29,97,29
120,100%,11,Copacabana,Apartment,Entire home/apt,1.5,6,1,3,26,1.27,98,28
249,100%,1,Ipanema,Apartment,Entire home/apt,1,6,1,2,12,0.59,97,18
249,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,2,7,0.35,91,29
219,50%,1,Barra da Tijuca,Apartment,Entire home/apt,1,3,2,4,17,0.83,98,28
106,100%,2,Copacabana,Apartment,Entire home/apt,1,4,3,3,9,0.46,96,0
171,100%,1,Barra da Tijuca,Apartment,Private room,1,2,1,1,5,0.24,100,30
120,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,5,5,4,14,0.78,96,29
99,100%,2,Barra da Tijuca,Apartment,Entire home/apt,2,4,2,1,12,0.78,100,0
181,80%,1,Ipanema,Apartment,Entire home/apt,2,5,4,5,36,1.76,97,0
345,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,4,1,19,0.94,100,24
500,83%,3,Barra da Tijuca,Apartment,Private room,4,2,1,2,6,0.3,93,21
137,67%,1,Copacabana,Apartment,Private room,2.5,3,1,1,20,0.97,100,9
75,100%,2,Barra da Tijuca,Apartment,Private room,1.5,2,1,3,7,0.34,100,29
205,71%,1,Barra da Tijuca,Apartment,Entire home/apt,1,6,4,2,24,1.17,99,25
499,100%,3,Barra da Tijuca,Apartment,Entire home/apt,2.5,4,1,4,19,0.93,98,28
379,100%,4,Barra da Tijuca,Apartment,Entire home/apt,4,6,1,2,9,0.44,82,16
120,N/A,4,Barra da Tijuca,House,Private room,1,2,1,1,5,0.24,100,29
314,N/A,1,Copacabana,Apartment,Entire home/apt,2,4,1,2,5,0.25,100,29
348,100%,1,Ipanema,Apartment,Entire home/apt,1.5,4,4,2,16,0.86,99,27
150,76%,19,Copacabana,Apartment,Entire home/apt,1,5,1,3,6,0.29,92,0
550,100%,19,Copacabana,Apartment,Entire home/apt,2,6,1,3,5,0.32,92,30
290,N/A,3,Copacabana,Apartment,Entire home/apt,1,4,1,3,11,0.57,98,0
249,N/A,3,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,2,7,0.34,83,30
280,100%,1,Copacabana,Apartment,Entire home/apt,2.5,7,4,2,59,2.94,99,2
79,100%,2,Copacabana,Apartment,Private room,2,1,1,3,5,0.24,92,29
130,98%,2,Barra da Tijuca,Apartment,Entire home/apt,1,4,2,2,65,3.16,98,7
348,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,1,1,6,0.4,100,29
99,100%,1,Copacabana,Apartment,Private room,2,2,1,2,14,0.91,98,29
681,100%,57,Copacabana,Apartment,Entire home/apt,3.5,13,1,3,6,0.3,97,25
120,50%,2,Ipanema,Apartment,Private room,2,2,1,1,9,0.47,98,29
181,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,3,5,0.24,100,0
99,100%,1,Barra da Tijuca,Apartment,Private room,2,2,1,2,6,0.3,92,28
79,100%,2,Copacabana,Apartment,Private room,2,3,2,2,12,0.6,98,25
205,100%,2,Ipanema,Apartment,Private room,2,2,1,2,30,1.5,100,15
205,N/A,1,Barra da Tijuca,Apartment,Private room,1,2,1,1,6,0.29,100,29
454,100%,2,Barra da Tijuca,Apartment,Entire home/apt,3,7,4,2,12,0.6,100,29
99,100%,3,Barra da Tijuca,Apartment,Private room,1,2,1,2,12,0.75,95,0
130,100%,1,Copacabana,Apartment,Entire home/apt,1,6,1,2,8,0.4,98,30
199,100%,1,Copacabana,Apartment,Private room,2,3,2,1,6,0.3,100,30
89,84%,19,Copacabana,Apartment,Entire home/apt,1,6,1,1,30,1.46,79,30
301,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,5,0.27,93,29
99,84%,19,Copacabana,Apartment,Entire home/apt,1,4,1,1,46,2.27,82,21
96,100%,4,Copacabana,Apartment,Private room,1,2,1,3,8,0.39,100,30
379,80%,1,Copacabana,Apartment,Entire home/apt,2,6,1,2,18,1.16,89,30
449,100%,4,Copacabana,Apartment,Entire home/apt,2,8,1,2,17,0.97,98,16
208,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,4,24,1.18,98,27
400,100%,1,Copacabana,Apartment,Entire home/apt,3,10,1,3,7,0.41,94,29
307,100%,1,Copacabana,Apartment,Entire home/apt,1,4,4,30,19,0.95,95,29
229,100%,2,Copacabana,Apartment,Entire home/apt,1,5,2,2,35,1.74,98,6
137,100%,6,Barra da Tijuca,House,Private room,1,2,1,3,10,0.52,100,30
294,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,7,4,2,24,1.39,89,27
151,100%,1,Copacabana,Apartment,Entire home/apt,2,4,4,3,19,0.93,98,27
99,100%,1,Copacabana,Apartment,Entire home/apt,1,4,4,5,8,1.19,83,11
161,100%,1,Barra da Tijuca,House,Private room,1,2,1,2,13,0.64,98,30
219,100%,33,Copacabana,Apartment,Entire home/apt,2,6,16,1,10,0.65,92,26
123,100%,1,Barra da Tijuca,Apartment,Private room,1,2,1,2,5,0.71,100,16
99,100%,1,Barra da Tijuca,Apartment,Private room,1,2,1,2,14,0.7,100,29
250,100%,1,Copacabana,Apartment,Private room,1,2,2,2,5,0.25,96,29
120,90%,3,Ipanema,Apartment,Entire home/apt,1,2,1,90,13,0.68,86,0
116,N/A,1,Copacabana,Apartment,Private room,2,3,5,2,10,0.49,93,0
225,100%,2,Copacabana,Apartment,Entire home/apt,3,6,3,1,8,0.44,90,22
120,71%,6,Copacabana,Apartment,Entire home/apt,1,6,2,1,32,1.59,85,29
382,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,1,17,0.85,100,30
51,100%,6,Copacabana,Apartment,Private room,1.5,1,1,3,31,1.53,100,28
68,83%,1,Copacabana,Apartment,Private room,2,2,1,1,8,0.39,95,0
301,100%,1,Ipanema,Apartment,Entire home/apt,1,4,2,2,30,1.49,99,24
99,89%,1,Copacabana,Apartment,Entire home/apt,1,5,4,1,18,0.96,94,23
120,100%,6,Barra da Tijuca,House,Private room,1,4,1,3,7,0.35,100,0
85,100%,2,Copacabana,Apartment,Private room,1,2,1,2,56,2.79,98,0
68,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,3,45,2.47,91,13
249,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1.5,4,2,1,62,3.16,96,17
198,100%,1,Copacabana,Serviced apartment,Entire home/apt,1,3,1,2,13,0.81,97,0
199,100%,1,Copacabana,Apartment,Entire home/apt,2,6,1,3,58,3.49,99,12
79,84%,19,Copacabana,Apartment,Entire home/apt,1,4,1,1,17,0.93,81,0
171,100%,3,Copacabana,Apartment,Entire home/apt,1,4,4,1,77,3.89,89,16
260,76%,19,Copacabana,Apartment,Entire home/apt,2,8,1,3,6,0.31,87,19
150,76%,19,Copacabana,Apartment,Entire home/apt,1,5,1,3,7,0.39,94,28
198,76%,19,Copacabana,Apartment,Entire home/apt,1,5,1,3,5,0.32,88,30
239,75%,1,Barra da Tijuca,Apartment,Entire home/apt,1,9,1,1,16,0.91,85,29
137,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,5,1,1,48,2.42,99,6
205,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,1,3,18,1.17,99,14
92,100%,1,Copacabana,Apartment,Entire home/apt,1,5,2,1,45,2.33,92,28
96,100%,2,Copacabana,Apartment,Entire home/apt,1,6,4,2,6,0.42,97,20
126,100%,2,Ipanema,Apartment,Entire home/apt,1,5,1,2,59,3.04,94,11
92,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,1,18,1.01,97,29
120,100%,12,Copacabana,Apartment,Entire home/apt,1,4,2,3,5,0.33,92,7
167,N/A,1,Copacabana,Apartment,Entire home/apt,1,4,1,4,5,0.25,84,0
181,80%,1,Copacabana,Apartment,Entire home/apt,1,2,2,1,5,0.36,90,0
99,100%,3,Copacabana,Apartment,Private room,1,3,2,1,12,0.78,100,27
82,100%,3,Copacabana,Apartment,Private room,1,3,2,1,11,0.57,100,14
61,100%,3,Barra da Tijuca,House,Private room,1,2,1,1,6,0.31,97,29
171,75%,1,Copacabana,Apartment,Entire home/apt,1,5,1,2,6,0.3,85,30
102,N/A,3,Ipanema,House,Private room,1,2,1,2,20,1.02,93,30
250,100%,1,Copacabana,Apartment,Entire home/apt,1,5,2,2,76,3.92,97,4
82,100%,2,Copacabana,Apartment,Private room,2,2,1,3,26,1.94,98,28
143,100%,1,Copacabana,Apartment,Entire home/apt,2,6,2,3,21,1.15,99,29
174,100%,2,Copacabana,Apartment,Entire home/apt,1,5,3,2,28,1.42,96,29
79,88%,4,Copacabana,Apartment,Private room,2,1,1,3,80,4.15,89,20
201,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,5,15,0.79,96,0
175,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,3,2,2,7,0.38,97,4
240,100%,5,Barra da Tijuca,Apartment,Entire home/apt,2,6,4,2,22,1.21,85,11
140,97%,50,Barra da Tijuca,Apartment,Entire home/apt,1.5,4,1,2,11,0.57,98,29
249,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,2,7,0.56,100,29
68,N/A,2,Copacabana,Apartment,Entire home/apt,1,3,1,4,5,0.26,68,27
850,N/A,1,Copacabana,Apartment,Entire home/apt,1,4,1,4,12,0.65,93,0
150,90%,2,Barra da Tijuca,Apartment,Entire home/apt,1,3,2,2,9,0.64,100,29
99,100%,2,Ipanema,Apartment,Private room,1,1,1,3,14,0.72,97,27
290,100%,1,Barra da Tijuca,House,Entire home/apt,2.5,6,1,1,10,0.56,98,25
219,94%,2,Copacabana,Serviced apartment,Entire home/apt,1,4,2,1,60,3.28,94,11
270,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,6,6,3,7,0.45,100,23
120,33%,1,Barra da Tijuca,Apartment,Private room,1,2,1,2,5,0.26,96,0
109,100%,1,Ipanema,Apartment,Entire home/apt,1,3,2,2,46,2.38,98,3
219,100%,1,Ipanema,Apartment,Entire home/apt,1,4,4,2,19,0.98,96,26
280,100%,3,Copacabana,Apartment,Entire home/apt,2,7,7,2,11,0.73,96,25
236,100%,1,Ipanema,Apartment,Entire home/apt,1,4,2,2,15,0.82,100,30
205,100%,1,Copacabana,Apartment,Entire home/apt,2.5,4,4,2,23,1.34,99,25
201,100%,2,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,2,6,0.31,100,21
201,93%,12,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,1,66,3.39,94,25
143,70%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,8,0.51,100,28
150,90%,1,Copacabana,Apartment,Entire home/apt,2,6,6,3,31,1.77,98,20
342,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,2,10,0.52,94,0
396,100%,3,Barra da Tijuca,Apartment,Entire home/apt,2,6,6,2,11,0.71,92,23
68,100%,3,Copacabana,Apartment,Private room,1,2,2,2,88,4.54,94,20
68,100%,3,Copacabana,Apartment,Private room,1,2,2,2,84,5.29,94,30
301,100%,14,Ipanema,Apartment,Entire home/apt,2,4,6,5,16,0.83,99,0
79,N/A,2,Copacabana,Apartment,Private room,1,2,2,1,40,2.14,99,0
239,100%,1,Ipanema,Apartment,Entire home/apt,1,4,1,3,7,0.45,100,16
294,100%,2,Ipanema,Apartment,Entire home/apt,1,4,1,1,11,0.7,96,23
161,100%,14,Ipanema,Serviced apartment,Entire home/apt,1,3,3,3,14,0.73,97,0
601,100%,2,Copacabana,Apartment,Entire home/apt,3.5,9,4,3,6,0.39,100,3
201,90%,1,Copacabana,Apartment,Entire home/apt,1,4,1,3,9,2.6,98,10
89,100%,1,Copacabana,Apartment,Private room,1.5,2,1,3,8,0.41,100,22
137,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,1,25,1.33,97,30
150,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,3,10,0.61,94,0
198,100%,1,Copacabana,Apartment,Entire home/apt,2,6,1,2,18,1.15,97,28
225,100%,2,Ipanema,Apartment,Entire home/apt,2,6,4,4,26,1.68,98,30
130,89%,1,Copacabana,Apartment,Entire home/apt,1,6,4,2,28,1.46,87,27
400,100%,16,Copacabana,Apartment,Entire home/apt,3,7,6,4,24,1.57,95,19
348,100%,9,Ipanema,Apartment,Entire home/apt,3,6,1,2,16,0.88,95,13
195,82%,54,Copacabana,Apartment,Entire home/apt,1,4,1,4,8,0.53,93,0
130,100%,20,Ipanema,Apartment,Private room,1.5,2,1,1,74,4.03,98,23
75,100%,20,Ipanema,Apartment,Private room,1.5,1,1,1,91,4.94,98,21
130,100%,20,Ipanema,Apartment,Private room,1.5,2,1,1,93,5.08,98,18
181,100%,1,Ipanema,Apartment,Entire home/apt,1,4,1,7,24,1.31,92,0
208,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,60,3.16,95,8
181,100%,1,Copacabana,Apartment,Entire home/apt,1.5,5,3,2,52,2.99,94,15
82,100%,3,Barra da Tijuca,Apartment,Private room,1,2,1,2,25,1.32,97,13
137,100%,3,Barra da Tijuca,Apartment,Private room,1,1,1,2,7,0.38,94,30
403,90%,2,Ipanema,Apartment,Entire home/apt,2,6,2,3,33,1.81,99,17
150,93%,13,Copacabana,Apartment,Entire home/apt,1,4,2,2,49,2.6,87,7
205,100%,1,Copacabana,Apartment,Entire home/apt,1.5,6,1,2,17,1.06,91,24
144,100%,10,Ipanema,Serviced apartment,Private room,1,2,1,3,21,1.12,94,13
102,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,4,46,2.5,97,3
801,100%,3,Barra da Tijuca,Apartment,Entire home/apt,4.5,8,1,2,21,1.24,99,25
249,100%,23,Copacabana,Serviced apartment,Entire home/apt,1,4,2,2,32,1.8,93,8
201,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1.5,2,1,1,5,0.34,100,29
799,100%,3,Barra da Tijuca,Apartment,Entire home/apt,3.5,8,8,4,14,0.76,99,29
267,100%,4,Ipanema,Apartment,Entire home/apt,2,4,1,1,49,2.61,98,15
201,100%,1,Copacabana,Apartment,Entire home/apt,2,6,4,2,8,0.43,98,0
386,100%,3,Ipanema,Serviced apartment,Entire home/apt,1,4,1,3,5,0.3,96,16
178,100%,1,Copacabana,Apartment,Entire home/apt,1.5,5,2,1,50,2.75,98,24
335,100%,3,Ipanema,Serviced apartment,Entire home/apt,1,4,1,3,5,0.32,100,7
140,100%,2,Copacabana,Apartment,Entire home/apt,1,2,2,3,6,0.31,100,29
61,88%,4,Copacabana,Apartment,Private room,1,2,1,3,45,2.46,90,29
242,89%,1,Ipanema,Apartment,Entire home/apt,1.5,7,1,3,35,1.84,95,20
201,50%,1,Ipanema,Apartment,Entire home/apt,1.5,6,5,1,23,1.25,98,0
499,100%,1,Ipanema,Apartment,Entire home/apt,2,6,4,2,82,5.21,100,4
140,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,2,3,8,0.52,98,29
85,100%,2,Barra da Tijuca,Apartment,Private room,1,1,1,1,21,1.54,100,0
249,100%,1,Copacabana,Apartment,Entire home/apt,1,5,1,2,16,0.88,99,21
849,100%,10,Ipanema,Apartment,Entire home/apt,2,5,4,2,37,2.03,98,21
181,100%,8,Copacabana,Apartment,Entire home/apt,1,2,1,3,5,0.42,92,30
99,100%,2,Copacabana,Apartment,Entire home/apt,1,8,2,2,40,2.21,99,0
205,0%,9,Copacabana,Apartment,Entire home/apt,2,6,1,2,5,0.69,95,29
106,100%,2,Copacabana,Apartment,Entire home/apt,1,3,1,2,27,1.46,93,24
348,100%,4,Barra da Tijuca,Apartment,Entire home/apt,2,6,1,4,8,0.52,94,29
229,92%,1,Copacabana,Apartment,Entire home/apt,1,2,2,2,31,2.1,94,7
849,100%,10,Ipanema,Apartment,Entire home/apt,2,5,4,2,15,0.84,95,30
505,100%,1,Copacabana,Apartment,Entire home/apt,3,6,4,2,22,1.47,100,29
201,93%,12,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,1,34,1.94,92,29
201,93%,12,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,1,20,1.12,90,29
201,93%,12,Barra da Tijuca,Serviced apartment,Entire home/apt,1,2,1,1,27,1.48,93,29
195,96%,13,Copacabana,Apartment,Entire home/apt,1,4,3,3,46,2.54,97,16
301,100%,1,Barra da Tijuca,Serviced apartment,Entire home/apt,2,4,4,2,14,0.92,96,20
99,100%,2,Copacabana,Apartment,Entire home/apt,1,3,1,1,77,4.15,89,0
229,100%,2,Ipanema,Apartment,Entire home/apt,1,3,1,4,17,1.1,95,27
700,0%,9,Copacabana,Apartment,Entire home/apt,3,11,1,3,6,0.34,80,2
188,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,49,2.83,98,18
116,N/A,2,Copacabana,Apartment,Private room,1,2,2,1,14,0.75,100,0
96,100%,3,Copacabana,Apartment,Private room,2,2,2,2,57,3.03,97,9
167,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,3,13,0.74,94,0
290,100%,46,Ipanema,Apartment,Entire home/apt,2,6,1,3,9,0.59,89,28
68,100%,3,Copacabana,Apartment,Private room,1,2,2,2,84,4.62,97,16
260,100%,2,Barra da Tijuca,Serviced apartment,Entire home/apt,1,3,2,4,5,0.59,96,30
150,N/A,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,11,0.68,96,29
198,100%,57,Copacabana,Apartment,Entire home/apt,1,5,1,3,6,0.32,100,21
51,100%,3,Copacabana,Apartment,Private room,2,1,1,1,38,2.79,96,7
700,100%,3,Copacabana,Apartment,Entire home/apt,5,10,1,1,31,1.7,100,15
331,100%,4,Ipanema,Apartment,Entire home/apt,2,6,1,3,14,0.86,93,19
167,97%,50,Barra da Tijuca,Apartment,Entire home/apt,1.5,6,1,3,17,0.96,96,30
150,100%,1,Copacabana,Apartment,Private room,2,2,1,2,44,2.41,100,18
96,75%,1,Copacabana,Apartment,Entire home/apt,1,4,1,5,8,0.45,85,14
240,100%,1,Barra da Tijuca,Serviced apartment,Entire home/apt,1,4,3,1,15,0.86,96,19
126,90%,7,Copacabana,Apartment,Entire home/apt,1,4,2,2,57,3.39,100,14
359,100%,1,Ipanema,Apartment,Entire home/apt,2,6,1,3,5,0.32,84,21
150,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,6,0.39,97,27
79,84%,19,Copacabana,Apartment,Entire home/apt,1,4,1,1,22,1.25,77,30
291,80%,1,Ipanema,Apartment,Entire home/apt,2,5,5,3,42,2.34,100,9
301,100%,5,Copacabana,Apartment,Entire home/apt,1,6,3,2,25,1.58,99,14
168,100%,2,Copacabana,Apartment,Entire home/apt,2,3,2,3,24,1.4,93,3
287,94%,4,Ipanema,Apartment,Entire home/apt,2.5,7,1,1,44,2.42,87,7
423,100%,1,Ipanema,Apartment,Entire home/apt,2,4,1,2,16,1.26,93,23
345,100%,1,Ipanema,Apartment,Entire home/apt,2,4,4,3,5,0.27,100,29
249,N/A,1,Copacabana,Apartment,Entire home/apt,3.5,5,5,3,9,0.58,93,27
751,90%,1,Barra da Tijuca,Apartment,Entire home/apt,3,9,6,1,17,1.09,87,30
291,90%,11,Ipanema,Apartment,Entire home/apt,1,4,2,2,16,0.89,100,8
171,100%,4,Barra da Tijuca,Apartment,Entire home/apt,1,4,4,1,5,0.32,96,30
256,100%,4,Ipanema,Apartment,Entire home/apt,1.5,6,1,2,34,1.95,96,28
120,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,1,25,1.56,90,12
89,70%,2,Barra da Tijuca,Apartment,Entire home/apt,1,6,2,2,13,0.74,92,21
150,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,30,61,3.45,91,15
201,100%,2,Copacabana,Apartment,Entire home/apt,2,4,2,3,7,0.51,100,11
130,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,3,55,3.2,99,16
249,80%,3,Copacabana,Apartment,Entire home/apt,1.5,5,4,2,18,1.05,94,20
423,100%,1,Copacabana,Apartment,Entire home/apt,3,8,8,3,15,0.96,99,0
321,100%,3,Ipanema,Apartment,Entire home/apt,1,5,2,1,51,2.97,95,8
120,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,3,43,2.39,98,11
89,100%,2,Barra da Tijuca,Apartment,Private room,1,2,1,2,18,2.03,92,0
130,71%,6,Copacabana,Apartment,Entire home/apt,1,4,2,1,31,1.87,85,27
634,100%,1,Ipanema,Apartment,Entire home/apt,1,4,1,3,5,0.29,90,14
140,93%,28,Ipanema,Apartment,Entire home/apt,1,5,4,3,56,3.26,86,25
201,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,5,2,54,3.13,97,21
201,100%,1,Copacabana,Apartment,Entire home/apt,1.5,7,4,1,43,2.5,97,28
338,100%,1,Copacabana,Serviced apartment,Entire home/apt,1,5,1,1,51,3.26,90,30
147,100%,1,Copacabana,Apartment,Entire home/apt,1,3,1,2,59,3.42,97,20
348,80%,1,Copacabana,Apartment,Entire home/apt,3,6,1,2,13,0.89,83,30
147,100%,1,Ipanema,Apartment,Entire home/apt,1,3,1,2,48,3.12,97,3
219,100%,36,Copacabana,Apartment,Entire home/apt,1,6,1,3,29,1.79,96,14
249,100%,1,Copacabana,Apartment,Entire home/apt,2,4,4,4,18,1.05,100,27
161,100%,1,Copacabana,Apartment,Entire home/apt,1.5,6,1,2,6,1.05,100,1
449,100%,5,Copacabana,Apartment,Entire home/apt,3,5,2,4,21,1.22,100,5
191,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,2,17,1.19,95,16
140,70%,1,Barra da Tijuca,Apartment,Entire home/apt,2,7,7,3,11,0.64,98,28
751,100%,1,Ipanema,Apartment,Entire home/apt,2,4,1,2,9,0.53,100,26
150,100%,2,Ipanema,Apartment,Entire home/apt,1,2,1,2,46,2.94,99,11
116,60%,3,Copacabana,Apartment,Entire home/apt,1,2,1,1,5,0.3,90,23
150,60%,2,Copacabana,Apartment,Entire home/apt,2.5,3,1,1,13,0.76,95,30
686,100%,34,Ipanema,Apartment,Entire home/apt,1,2,2,2,42,2.44,90,21
102,100%,1,Copacabana,Apartment,Entire home/apt,1.5,4,1,3,36,2.28,96,28
178,90%,5,Copacabana,Apartment,Entire home/apt,1,3,2,3,24,1.4,99,29
102,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,3,5,0.32,100,28
550,100%,5,Ipanema,Apartment,Entire home/apt,3,12,6,2,45,2.91,97,21
342,100%,1,Copacabana,Apartment,Entire home/apt,2,6,8,2,9,0.58,100,26
249,90%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,4,2,28,1.6,94,16
106,100%,1,Copacabana,Serviced apartment,Entire home/apt,1,2,1,3,19,1.21,87,30
109,50%,1,Barra da Tijuca,Apartment,Private room,1,2,1,3,12,0.7,98,30
608,100%,258,Copacabana,Apartment,Entire home/apt,2,12,11,2,9,0.54,93,29
645,100%,258,Copacabana,Apartment,Entire home/apt,3,16,12,2,6,0.41,96,25
591,100%,258,Copacabana,Apartment,Entire home/apt,3,13,11,3,8,0.5,98,18
44,0%,1,Copacabana,Apartment,Private room,1,3,1,1,8,0.47,90,29
137,100%,1,Ipanema,Apartment,Private room,1,2,1,2,51,3.12,100,1
801,80%,2,Ipanema,Apartment,Entire home/apt,2,4,1,2,8,0.51,98,30
236,100%,1,Ipanema,Apartment,Entire home/apt,3,5,2,2,38,2.31,99,0
130,100%,2,Copacabana,Apartment,Entire home/apt,1,4,5,5,8,0.47,97,30
201,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,2,9,0.58,98,29
188,100%,7,Copacabana,Apartment,Entire home/apt,1,4,1,3,5,0.31,100,21
181,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,4,2,2,58,3.6,89,8
150,100%,1,Copacabana,Apartment,Private room,1,2,1,2,23,1.44,98,12
120,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,5,0.31,96,0
99,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,5,6,0.38,97,6
79,100%,1,Copacabana,Apartment,Entire home/apt,1,3,1,5,17,1.05,99,29
85,100%,5,Copacabana,Apartment,Entire home/apt,1,4,2,4,30,1.74,95,0
106,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,32,1.88,96,30
239,97%,6,Ipanema,Apartment,Entire home/apt,1.5,7,3,2,20,1.2,92,14
266,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,5,1,5,10,0.64,100,30
181,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,2,27,1.73,100,0
198,75%,1,Copacabana,Apartment,Entire home/apt,1,4,1,1,17,1.06,89,26
242,100%,36,Copacabana,Apartment,Entire home/apt,1,4,1,3,28,1.79,94,0
181,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,2,1,2,52,3.06,83,30
348,100%,1,Copacabana,Apartment,Entire home/apt,2,6,6,2,31,2.02,95,3
225,0%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,12,0.73,91,29
120,100%,2,Copacabana,Apartment,Private room,1,2,1,2,7,0.58,100,26
601,92%,16,Ipanema,Apartment,Entire home/apt,2,6,1,4,7,0.6,97,25
239,100%,1,Copacabana,Serviced apartment,Entire home/apt,2,6,2,1,52,3.11,92,13
348,100%,2,Copacabana,Apartment,Entire home/apt,1,6,1,3,16,0.96,99,0
171,100%,3,Ipanema,Apartment,Entire home/apt,2,4,2,3,12,0.87,92,30
75,100%,6,Barra da Tijuca,Apartment,Private room,1,1,1,1,6,0.43,87,0
140,100%,1,Copacabana,Apartment,Entire home/apt,1,3,1,3,50,3.02,98,10
201,100%,1,Copacabana,Apartment,Entire home/apt,1,4,3,4,5,0.32,100,29
301,100%,1,Ipanema,Apartment,Entire home/apt,2,5,6,2,5,0.74,96,19
150,100%,3,Copacabana,Apartment,Entire home/apt,1,5,2,2,44,2.67,95,22
349,100%,7,Ipanema,Apartment,Entire home/apt,3,4,2,2,6,0.39,100,21
253,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,5,1,2,7,0.51,100,30
161,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,12,0.77,100,29
393,100%,2,Ipanema,Apartment,Entire home/apt,2,6,6,5,9,0.64,93,26
297,100%,1,Copacabana,Apartment,Entire home/apt,2,5,2,2,19,1.22,99,29
376,100%,3,Ipanema,Apartment,Entire home/apt,2.5,4,2,3,49,3.13,100,6
348,100%,4,Ipanema,Apartment,Entire home/apt,2,4,1,1,80,5.05,99,11
301,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,9,6,2,5,0.74,100,4
212,100%,5,Ipanema,Apartment,Entire home/apt,2.5,7,6,3,5,0.33,85,26
106,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,3,37,2.54,98,7
348,100%,1,Copacabana,Apartment,Entire home/apt,1.5,8,1,2,12,0.86,85,29
500,88%,11,Copacabana,Apartment,Entire home/apt,2.5,8,1,3,6,0.4,97,22
